    277186  Merged (89.2%)
    305908  Merged (89.2%)
    385883  Merged (91.0%)
    392544  Merged (88.1%)
    277862  Merged (88.2%)
    327625  Merged (90.2%)
    281400  Merged (89.6%)
    104531  Merged (96.3%)
     79882  Merged (97.0%)
     88545  Merged (96.5%)
     94681  Merged (97.0%)
     90463  Merged (96.7%)
    100951  Merged (97.0%)
     88529  Merged (97.3%)
    235973  Merged (89.0%)
    309976  Merged (90.2%)
    285885  Merged (89.7%)
    357726  Merged (90.3%)
    323649  Merged (90.2%)
    357368  Merged (89.9%)
    324940  Merged (89.1%)
    329411  Merged (89.8%)
    116821  Merged (97.3%)
    127490  Merged (97.8%)
    120935  Merged (97.8%)
    138328  Merged (97.7%)
    161809  Merged (98.0%)
    265954  Merged (84.1%)
    318046  Merged (89.5%)
    309252  Merged (89.4%)
    304920  Merged (90.8%)
    318588  Merged (90.4%)
    321145  Merged (89.3%)
    329579  Merged (90.3%)
    330791  Merged (89.6%)
    135976  Merged (97.5%)
    114451  Merged (97.9%)
    142609  Merged (98.0%)
    113462  Merged (98.0%)
    118255  Merged (97.9%)
    125328  Merged (98.1%)
    284997  Merged (89.2%)
    364070  Merged (91.4%)
    256734  Merged (89.8%)
    131111  Merged (97.2%)
    125229  Merged (97.2%)
    128947  Merged (97.3%)
    319023  Merged (90.5%)
    364938  Merged (91.2%)
    305725  Merged (92.3%)
    287174  Merged (91.7%)
    331694  Merged (92.6%)
    334063  Merged (91.0%)
    315344  Merged (92.8%)
    336505  Merged (90.3%)
    307640  Merged (90.1%)
    248124  Merged (90.1%)
    117013  Merged (95.1%)
    104287  Merged (97.4%)
    120734  Merged (97.5%)
    119964  Merged (96.6%)
     80939  Merged (97.3%)
    138116  Merged (95.4%)
    116795  Merged (96.6%)
    108561  Merged (97.1%)
     86728  Merged (96.2%)
    119177  Merged (96.8%)
    236615  Merged (81.4%)
    253375  Merged (87.0%)
    199983  Merged (87.2%)
    269281  Merged (88.3%)
    379421  Merged (89.8%)
    119372  Merged (97.3%)
     87732  Merged (97.2%)
    113029  Merged (96.5%)
     97396  Merged (96.7%)
    108865  Merged (96.7%)
    232964  Merged (89.9%)
    305034  Merged (90.2%)
    253224  Merged (90.3%)
    207055  Merged (87.5%)
    234668  Merged (88.8%)
    325840  Merged (90.1%)
    138908  Merged (97.1%)
    116210  Merged (97.2%)
    145492  Merged (96.8%)
    129211  Merged (96.8%)
    144621  Merged (97.0%)
    107541  Merged (97.2%)
    202616  Merged (88.1%)
    353083  Merged (91.1%)
    101709  Merged (97.2%)
    104034  Merged (96.9%)
    287228  Merged (90.3%)
    139134  Merged (97.3%)
     90914  Merged (96.6%)
    262524  Merged (88.3%)
    270285  Merged (87.7%)
    126642  Merged (96.8%)
     84235  Merged (95.2%)
    312646  Merged (88.7%)
    252152  Merged (89.4%)
    118913  Merged (96.4%)
    129796  Merged (97.3%)
    373318  Merged (86.5%)
    277870  Merged (88.0%)
    122661  Merged (96.7%)
    102874  Merged (96.4%)
    256255  Merged (89.0%)
    338536  Merged (89.1%)
    128638  Merged (96.9%)
    109044  Merged (96.6%)
