    310738  Pairs
    343125  Pairs
    423863  Pairs
    445561  Pairs
    315098  Pairs
    363027  Pairs
    314206  Pairs
    108498  Pairs
     82345  Pairs
     91731  Pairs
     97617  Pairs
     93548  Pairs
    104079  Pairs
     90942  Pairs
    265114  Pairs
    343765  Pairs
    318775  Pairs
    396051  Pairs
    358650  Pairs
    397616  Pairs
    364674  Pairs
    366663  Pairs
    120045  Pairs
    130385  Pairs
    123680  Pairs
    141537  Pairs
    165162  Pairs
    316336  Pairs
    355511  Pairs
    345878  Pairs
    335826  Pairs
    352410  Pairs
    359739  Pairs
    364989  Pairs
    369125  Pairs
    139523  Pairs
    116902  Pairs
    145575  Pairs
    115827  Pairs
    120811  Pairs
    127812  Pairs
    319497  Pairs
    398512  Pairs
    285812  Pairs
    134898  Pairs
    128829  Pairs
    132491  Pairs
    352515  Pairs
    399938  Pairs
    331081  Pairs
    313272  Pairs
    358328  Pairs
    367114  Pairs
    339685  Pairs
    372621  Pairs
    341273  Pairs
    275262  Pairs
    122982  Pairs
    107107  Pairs
    123771  Pairs
    124153  Pairs
     83216  Pairs
    144702  Pairs
    120873  Pairs
    111792  Pairs
     90178  Pairs
    123138  Pairs
    290660  Pairs
    291132  Pairs
    229456  Pairs
    304825  Pairs
    422495  Pairs
    122735  Pairs
     90302  Pairs
    117173  Pairs
    100740  Pairs
    112589  Pairs
    259176  Pairs
    338224  Pairs
    280273  Pairs
    236584  Pairs
    264145  Pairs
    361528  Pairs
    143025  Pairs
    119558  Pairs
    150256  Pairs
    133461  Pairs
    149087  Pairs
    110586  Pairs
    229921  Pairs
    387603  Pairs
    104639  Pairs
    107372  Pairs
    317975  Pairs
    142927  Pairs
     94088  Pairs
    297455  Pairs
    308322  Pairs
    130787  Pairs
     88503  Pairs
    352508  Pairs
    282023  Pairs
    123333  Pairs
    133436  Pairs
    431711  Pairs
    315840  Pairs
    126799  Pairs
    106662  Pairs
    288039  Pairs
    380131  Pairs
    132717  Pairs
    112845  Pairs
